seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
29531,2021,3849,Russell Westbrook,NA,PG,32,13,NBA,WAS,65,2369,0.439,13.2,0.779,0.194,0.245,0.117,0.224,0.221,0.475,0.65,0.465,0.379,0.383,0.315,0.164,0.628,0.025,24,0.103,0.429,0,0
29532,2021,4561,Ryan Arcidiacono,NA,PG,26,4,NBA,CHI,44,450,0.419,18.3,0.427,0.154,0.137,0.085,0.051,0.573,0.48,0.556,0.375,0.7,0.167,0.373,0.542,1,0,0,0.224,0.467,1,0
29533,2021,4881,Saben Lee,NA,PG,21,1,NBA,DET,48,781,0.471,6.9,0.89,0.386,0.429,0.062,0.014,0.11,0.487,0.617,0.378,0.462,0.333,0.348,0.352,1,0.043,5,0.348,0.625,0,0
29534,2021,4882,Saddiq Bey,NA,SF,21,1,NBA,DET,70,1909,0.404,19,0.334,0.158,0.097,0.049,0.03,0.666,0.45,0.596,0.313,0.294,0.381,0.38,0.49,0.926,0.035,22,0.228,0.39,2,0
29535,2021,4883,Sam Merrill,NA,SG,24,1,NBA,MIL,30,233,0.444,19.8,0.347,0.139,0.083,0.056,0.069,0.653,0.44,0.5,0,0.75,0.6,0.447,0.545,0.81,0.028,2,0.085,0.75,0,0
29536,2021,4884,Sean McDermott,NA,SF,24,1,NBA,MEM,18,158,0.394,17.8,0.333,0.242,0.03,0.061,0,0.667,0.727,0.75,1,0.5,NA,0.227,0.25,1,0.121,4,0.364,0.25,0,0
29537,2021,4785,Sekou Doumbouya,NA,PF,20,2,NBA,DET,56,869,0.379,12.3,0.592,0.376,0.167,0.039,0.011,0.408,0.485,0.642,0.277,0,0,0.226,0.667,1,0.082,19,0.304,0.257,0,0
29538,2021,4562,Semi Ojeleye,NA,PF,26,4,NBA,BOS,56,950,0.403,19.7,0.285,0.1,0.109,0.054,0.023,0.715,0.492,0.636,0.542,0.25,0.2,0.367,0.613,0.983,0.027,6,0.462,0.342,0,0
29539,2021,3902,Serge Ibaka,NA,C,31,12,NBA,LAC,41,955,0.51,12.9,0.685,0.244,0.268,0.085,0.088,0.315,0.588,0.753,0.469,0.484,0.594,0.339,0.673,1,0.082,25,0.043,0.2,0,0
29540,2021,4203,Seth Curry,NA,SG,30,7,NBA,PHI,57,1638,0.467,19.3,0.493,0.083,0.111,0.096,0.203,0.507,0.485,0.63,0.426,0.509,0.446,0.45,0.591,0.857,0,0,0.157,0.636,1,0
29541,2021,4669,Shai Gilgeous-Alexander,NA,SG,22,3,NBA,OKC,35,1180,0.508,11.6,0.699,0.333,0.225,0.097,0.044,0.301,0.547,0.633,0.528,0.382,0.36,0.418,0.074,0.296,0.018,10,0.076,0.462,0,0
29542,2021,4670,Shake Milton,NA,SG,24,3,NBA,PHI,63,1461,0.45,13.9,0.696,0.193,0.214,0.181,0.106,0.304,0.494,0.62,0.42,0.479,0.437,0.35,0.362,0.803,0,0,0.182,0.432,0,0
29543,2021,4563,Shaquille Harrison,NA,SG,27,4,NBA,TOT,34,333,0.333,9.3,0.795,0.385,0.295,0.051,0.064,0.205,0.371,0.567,0.087,0.25,0.6,0.188,0.304,1,0.026,2,0.563,0.222,0,0
29544,2021,4563,Shaquille Harrison,NA,SG,27,4,NBA,UTA,17,56,0.3,7.5,0.9,0.4,0.35,0.1,0.05,0.1,0.333,0.5,0,0.5,1,0,0.167,NA,0,0,0.5,0,0,0
29545,2021,4563,Shaquille Harrison,NA,SG,27,4,NBA,DEN,17,277,0.345,9.9,0.759,0.379,0.276,0.034,0.069,0.241,0.386,0.591,0.125,0,0.5,0.214,0.353,1,0.034,2,0.571,0.25,0,0
29546,2021,4564,Sindarius Thornwell,NA,SG,26,4,NBA,TOT,21,217,0.326,15.4,0.5,0.13,0.261,0.087,0.022,0.5,0.348,0.667,0.25,0.25,0,0.304,0.5,1,0.043,2,0.391,0.556,0,0
29547,2021,4564,Sindarius Thornwell,NA,SG,26,4,NBA,NOP,14,73,0.333,14,0.571,0.238,0.19,0.095,0.048,0.429,0.333,0.6,0.25,0,0,0.333,0,1,0.048,1,0.667,0.5,0,0
29548,2021,4564,Sindarius Thornwell,NA,SG,26,4,NBA,ORL,7,144,0.32,16.6,0.44,0.04,0.32,0.08,0,0.56,0.364,1,0.25,0.5,NA,0.286,1,1,0.04,1,0.214,0.667,0,0
29549,2021,4885,Skylar Mays,NA,SG,23,1,NBA,ATL,33,269,0.449,13.3,0.592,0.408,0.061,0.051,0.071,0.408,0.517,0.55,0.5,0.4,0.429,0.35,0.4,0.929,0.051,4,0.25,0.5,0,0
29550,2021,4207,Solomon Hill,NA,PF,29,8,NBA,ATL,71,1513,0.359,19,0.289,0.164,0.081,0.017,0.027,0.711,0.453,0.571,0.333,0.2,0.25,0.321,0.59,1,0.027,6,0.392,0.301,1,0
29551,2021,4291,Spencer Dinwiddie,NA,SG,27,7,NBA,BRK,3,64,0.375,12.3,0.563,0.313,0.25,0,0,0.438,0.444,0.6,0.25,NA,NA,0.286,0.5,1,0.063,1,0.143,1,0,0
29552,2021,4364,Stanley Johnson,NA,PF,24,6,NBA,TOR,61,1006,0.382,17.1,0.412,0.193,0.159,0.043,0.017,0.588,0.458,0.489,0.486,0.4,0,0.328,0.318,0.956,0.017,4,0.314,0.349,1,0
29553,2021,3903,Stephen Curry,NA,PG,32,12,NBA,GSW,63,2152,0.482,19.3,0.413,0.148,0.136,0.06,0.069,0.587,0.569,0.663,0.532,0.549,0.457,0.421,0.411,0.588,0,0,0.072,0.397,11,0
29554,2021,4565,Sterling Brown,NA,SG,25,4,NBA,HOU,51,1229,0.448,17.9,0.358,0.206,0.099,0.021,0.033,0.642,0.492,0.623,0.364,0.286,0.182,0.423,0.542,0.912,0.021,6,0.414,0.371,3,0
29555,2021,4208,Steven Adams,NA,C,27,8,NBA,NOP,58,1605,0.614,3.9,0.99,0.646,0.276,0.068,0,0.01,0.62,0.693,0.494,0.429,NA,0,0.598,NA,0.182,51,0,NA,3,0
29556,2021,4671,Svi Mykhailiuk,NA,SF-SG,23,3,NBA,TOT,66,1324,0.411,17.6,0.379,0.209,0.105,0.04,0.026,0.621,0.536,0.66,0.302,0.5,0.538,0.334,0.563,0.886,0.03,14,0.223,0.414,1,0
29557,2021,4671,Svi Mykhailiuk,NA,SF,23,3,NBA,DET,36,634,0.377,20.6,0.233,0.13,0.072,0.018,0.013,0.767,0.519,0.655,0.313,0.25,0.667,0.333,0.63,0.895,0,0,0.152,0.308,0,0
29558,2021,4671,Svi Mykhailiuk,NA,SG,23,3,NBA,OKC,30,690,0.438,15.3,0.495,0.272,0.131,0.057,0.035,0.505,0.543,0.662,0.297,0.563,0.5,0.336,0.539,0.875,0.053,14,0.308,0.477,1,0
29559,2021,4566,T.J. Leaf,NA,PF,23,4,NBA,POR,7,35,0.5,2.9,1,0.7,0.2,0.1,0,0,0.5,0.571,0.5,0,NA,NA,0.6,NA,0.1,1,NA,NA,0,0
29560,2021,4365,T.J. McConnell,NA,PG,28,6,NBA,IND,69,1796,0.559,8.4,0.902,0.331,0.341,0.188,0.043,0.098,0.586,0.654,0.545,0.554,0.524,0.313,0.363,0.8,0,0,0.396,0.421,1,0
29561,2021,4292,T.J. Warren,NA,SF,27,7,NBA,IND,4,117,0.529,10.7,0.863,0.333,0.137,0.196,0.196,0.137,0.614,0.824,0.714,0.3,0.5,0,0.593,NA,0.039,2,0.429,0,0,0
29562,2021,4788,Tacko Fall,NA,C,25,2,NBA,BOS,19,136,0.724,3.4,1,0.621,0.345,0,0.034,0,0.724,0.722,0.7,NA,1,NA,0.619,NA,0.448,12,NA,NA,0,0
29563,2021,3905,Taj Gibson,NA,C,35,12,NBA,NYK,45,936,0.627,5.8,0.905,0.601,0.184,0.082,0.038,0.095,0.671,0.789,0.414,0.538,0.333,0.2,0.604,1,0.165,23,0.467,0.286,0,0
29564,2021,4789,Talen Horton-Tucker,NA,SG,20,2,NBA,LAL,65,1304,0.458,10.3,0.732,0.413,0.211,0.072,0.037,0.268,0.522,0.639,0.359,0.486,0.222,0.282,0.348,0.73,0.049,15,0.214,0.179,1,0
29565,2021,4449,Taurean Prince,NA,PF,26,5,NBA,TOT,41,905,0.401,15.9,0.526,0.183,0.18,0.104,0.058,0.474,0.401,0.55,0.271,0.382,0.368,0.4,0.536,0.855,0.024,7,0.284,0.523,2,0
29566,2021,4449,Taurean Prince,NA,PF,26,5,NBA,BRK,12,218,0.405,16.8,0.5,0.162,0.176,0.081,0.081,0.5,0.459,0.833,0.231,0.333,0.333,0.351,0.706,0.846,0.027,2,0.27,0.4,1,0
29567,2021,4449,Taurean Prince,NA,PF,26,5,NBA,CLE,29,687,0.399,15.6,0.534,0.19,0.182,0.111,0.051,0.466,0.385,0.479,0.283,0.393,0.385,0.415,0.481,0.857,0.024,5,0.288,0.559,1,0
29568,2021,4791,Terance Mann,NA,SG,24,2,NBA,LAC,67,1263,0.509,10.4,0.74,0.371,0.209,0.109,0.051,0.26,0.541,0.708,0.397,0.342,0.333,0.418,0.507,0.842,0.111,32,0.571,0.442,1,0
29569,2021,4792,Terence Davis,NA,SG,23,2,NBA,TOT,61,1074,0.428,16.6,0.414,0.235,0.136,0.011,0.033,0.586,0.513,0.636,0.323,0.6,0.4,0.367,0.505,0.827,0.044,20,0.217,0.431,0,0
29570,2021,4792,Terence Davis,NA,SG,23,2,NBA,TOR,34,493,0.414,16.5,0.419,0.21,0.167,0.014,0.029,0.581,0.489,0.591,0.4,0.333,0.333,0.361,0.605,0.841,0.038,8,0.262,0.406,0,0
29571,2021,4792,Terence Davis,NA,SG,23,2,NBA,SAC,27,581,0.439,16.7,0.411,0.256,0.11,0.008,0.037,0.589,0.535,0.667,0.222,1,0.444,0.372,0.426,0.815,0.049,12,0.179,0.462,0,0
29572,2021,4567,Terrance Ferguson,NA,SG,22,4,NBA,PHI,13,49,0.143,19.8,0.286,0.143,0,0,0.143,0.714,0.5,1,NA,NA,0,0,1,NA,0.143,1,0.6,0,0,0
29573,2021,4131,Terrence Ross,NA,SG,29,9,NBA,ORL,46,1347,0.412,18.3,0.571,0.063,0.12,0.172,0.216,0.429,0.469,0.744,0.365,0.538,0.391,0.337,0.485,0.775,0.023,11,0.106,0.286,1,0
29574,2021,4366,Terry Rozier,NA,SG,26,6,NBA,CHO,69,2383,0.45,16.6,0.496,0.183,0.15,0.097,0.066,0.504,0.512,0.615,0.418,0.564,0.36,0.389,0.403,0.829,0.011,12,0.243,0.453,2,0
29575,2021,3791,Thaddeus Young,NA,PF,32,14,NBA,CHI,68,1652,0.559,5.7,0.932,0.446,0.424,0.044,0.018,0.068,0.58,0.678,0.505,0.414,0.333,0.267,0.57,1,0.038,22,0.489,0.318,3,0
29576,2021,4367,Thanasis Antetokounmpo,NA,SF,28,3,NBA,MIL,57,551,0.489,8.4,0.788,0.62,0.139,0.015,0.015,0.212,0.556,0.671,0.105,0,0.5,0.241,0.583,0.714,0.255,29,0.31,0.333,4,0
29577,2021,4673,Theo Pinson,NA,SG,25,3,NBA,NYK,17,34,0.111,25,0.111,0,0,0.111,0,0.889,1,NA,NA,1,NA,0,0,NA,0,0,0,NA,0,0
29578,2021,4568,Thomas Bryant,NA,C,23,4,NBA,WAS,10,271,0.648,10.3,0.769,0.374,0.231,0.088,0.077,0.231,0.714,0.912,0.762,0.375,0,0.429,0.72,1,0.286,24,0.048,1,0,0
29579,2021,4450,Thon Maker,NA,C,23,5,NBA,CLE,8,76,0.556,7.1,0.889,0.389,0.333,0.111,0.056,0.111,0.625,0.714,0.667,0,1,0,0.4,NA,0.056,1,0.5,0,0,0
29580,2021,4886,Théo Maledon,NA,PG,19,1,NBA,OKC,65,1778,0.368,16.8,0.49,0.171,0.164,0.107,0.047,0.51,0.402,0.419,0.376,0.424,0.379,0.335,0.331,0.781,0.003,1,0.128,0.375,3,0
29581,2021,4294,Tim Frazier,NA,PG,30,7,NBA,MEM,5,62,0.15,16.8,0.6,0.1,0.15,0.25,0.1,0.4,0.25,1,0,0.2,0,0,0.333,NA,0,0,0.125,0,0,0
29582,2021,4209,Tim Hardaway Jr.,NA,SG,28,8,NBA,DAL,70,1985,0.447,18.5,0.419,0.158,0.099,0.075,0.088,0.581,0.524,0.715,0.4,0.426,0.4,0.391,0.545,0.841,0.036,28,0.185,0.388,3,0
29583,2021,4452,Timothé Luwawu-Cabarrot,NA,SF,25,5,NBA,BRK,58,1050,0.365,18.2,0.329,0.208,0.062,0.028,0.031,0.671,0.47,0.568,0.318,0.1,0.455,0.314,0.691,0.987,0.014,3,0.351,0.31,0,0
29584,2021,4055,Tobias Harris,NA,PF,28,10,NBA,PHI,62,2014,0.512,11.7,0.775,0.22,0.313,0.144,0.098,0.225,0.546,0.709,0.474,0.511,0.462,0.394,0.358,0.817,0.043,35,0.202,0.452,0,0
29585,2021,4453,Tomáš Satoranský,NA,SG,29,5,NBA,CHI,58,1307,0.514,13.3,0.641,0.261,0.213,0.116,0.052,0.359,0.602,0.779,0.457,0.395,0.765,0.356,0.425,1,0.036,11,0.305,0.444,2,0
29586,2021,4569,Tony Bradley,NA,C,23,4,NBA,TOT,42,684,0.665,4.3,0.985,0.569,0.325,0.046,0.046,0.015,0.675,0.741,0.656,0.444,0.222,0,0.687,NA,0.107,20,0.333,0,0,0
29587,2021,4569,Tony Bradley,NA,C,23,4,NBA,PHI,20,287,0.68,3.7,0.987,0.613,0.293,0.053,0.027,0.013,0.689,0.739,0.636,0.5,0.5,0,0.627,NA,0.08,6,1,0,0,0
29588,2021,4569,Tony Bradley,NA,C,23,4,NBA,OKC,22,397,0.656,4.7,0.984,0.541,0.344,0.041,0.057,0.016,0.667,0.742,0.667,0.4,0.143,0,0.725,NA,0.123,14,0,NA,0,0
29589,2021,4212,Tony Snell,NA,SG,29,8,NBA,ATL,47,992,0.515,18.6,0.363,0.076,0.152,0.111,0.023,0.637,0.419,0.615,0.346,0.421,0.25,0.569,0.654,0.984,0.012,2,0.45,0.551,0,0
29590,2021,4570,Torrey Craig,NA,SF,30,4,NBA,TOT,50,803,0.48,14.4,0.533,0.304,0.137,0.048,0.044,0.467,0.579,0.783,0.194,0.727,0.2,0.368,0.571,0.974,0.066,14,0.321,0.265,0,0
29591,2021,4570,Torrey Craig,NA,SF,30,4,NBA,MIL,18,201,0.391,14.8,0.522,0.217,0.239,0.022,0.043,0.478,0.417,0.8,0.091,1,0,0.364,0.8,1,0.087,4,0.273,0,0,0
29592,2021,4570,Torrey Craig,NA,SF,30,4,NBA,PHO,32,602,0.503,14.3,0.536,0.326,0.11,0.055,0.044,0.464,0.619,0.78,0.25,0.7,0.25,0.369,0.533,0.968,0.061,10,0.333,0.321,0,0
29593,2021,4675,Trae Young,NA,PG,22,3,NBA,ATL,63,2125,0.438,15.3,0.643,0.162,0.226,0.181,0.075,0.357,0.491,0.572,0.47,0.428,0.53,0.343,0.125,0.287,0,0,0.038,0.4,0,0
29594,2021,4887,Tre Jones,NA,PG,21,1,NBA,SAS,37,269,0.474,6.9,0.936,0.397,0.333,0.192,0.013,0.064,0.466,0.742,0.231,0.333,0,0.6,0.412,0.333,0.026,2,0.4,0.5,0,0
29595,2021,4793,Tremont Waters,NA,PG,23,2,NBA,BOS,26,238,0.405,16.1,0.548,0.131,0.262,0.083,0.071,0.452,0.413,0.636,0.364,0.429,0.167,0.395,0.053,0.333,0,0,0.132,0.4,0,0
29596,2021,4888,Trent Forrest,NA,PG,22,1,NBA,UTA,30,302,0.451,12.8,0.634,0.211,0.296,0.113,0.014,0.366,0.6,0.533,0.524,0.875,1,0.192,0.259,1,0.028,2,0.654,0.235,0,0
29597,2021,3563,Trevor Ariza,NA,SF,35,17,NBA,MIA,30,841,0.411,16.1,0.407,0.286,0.095,0.008,0.017,0.593,0.5,0.609,0.261,0,0.25,0.35,0.776,0.94,0.041,9,0.413,0.373,1,0
29598,2021,4214,Trey Burke,NA,PG,28,8,NBA,DAL,62,911,0.428,17.1,0.535,0.159,0.096,0.139,0.142,0.465,0.492,0.518,0.441,0.51,0.48,0.354,0.312,0.897,0,0,0.293,0.313,1,1
29599,2021,4369,Trey Lyles,NA,PF,25,6,NBA,SAS,23,358,0.478,14.5,0.556,0.311,0.1,0.111,0.033,0.444,0.58,0.75,0.556,0.3,0,0.35,0.69,1,0.022,2,0.175,0.714,0,0
29600,2021,4058,Tristan Thompson,NA,PF,29,10,NBA,BOS,54,1287,0.518,4.5,0.991,0.472,0.466,0.046,0.006,0.009,0.523,0.571,0.48,0.467,0.5,0,0.544,NA,0.095,26,0,NA,2,0
29601,2021,4677,Troy Brown Jr.,NA,SF,21,3,NBA,TOT,34,524,0.431,17.4,0.514,0.174,0.132,0.063,0.146,0.486,0.541,0.8,0.474,0.444,0.333,0.314,0.6,1,0.021,2,0.357,0.36,2,0
29602,2021,4677,Troy Brown Jr.,NA,SF,21,3,NBA,WAS,21,287,0.371,19,0.483,0.112,0.124,0.09,0.157,0.517,0.442,0.7,0.455,0.375,0.286,0.304,0.474,1,0.022,1,0.261,0.417,1,0
29603,2021,4677,Troy Brown Jr.,NA,SF,21,3,NBA,CHI,13,237,0.527,14.8,0.564,0.273,0.145,0.018,0.127,0.436,0.677,0.867,0.5,1,0.429,0.333,0.714,1,0.018,1,0.542,0.308,1,0
29604,2021,4794,Ty Jerome,NA,SG,23,2,NBA,OKC,33,788,0.446,18.9,0.415,0.059,0.226,0.087,0.042,0.585,0.479,0.647,0.508,0.48,0.083,0.423,0.228,0.817,0,0,0.155,0.462,2,0
29605,2021,4889,Ty-Shon Alexander,NA,SG,22,1,NBA,PHO,15,47,0.25,22.3,0.25,0.083,0,0,0.167,0.75,0.333,1,NA,NA,0,0.222,0,0.5,0.083,1,0.111,0,0,0
29606,2021,4890,Tyler Bey,NA,SF,22,1,NBA,DAL,18,71,0.318,9.6,0.818,0.364,0.227,0.182,0.045,0.182,0.333,0.5,0.4,0,0,0.25,0.667,0,0.091,1,0,NA,0,0
29607,2021,4795,Tyler Cook,NA,SF-PF,23,2,NBA,TOT,32,438,0.67,3.1,0.981,0.641,0.33,0.01,0,0.019,0.673,0.758,0.529,0,NA,0.5,0.691,1,0.417,40,1,0.5,0,0
29608,2021,4795,Tyler Cook,NA,PF,23,2,NBA,BRK,4,17,0.333,0.9,1,1,0,0,0,0,0.333,0.333,NA,NA,NA,NA,1,NA,0,0,NA,NA,0,0
29609,2021,4795,Tyler Cook,NA,SF,23,2,NBA,DET,28,421,0.68,3.2,0.98,0.63,0.34,0.01,0,0.02,0.684,0.778,0.529,0,NA,0.5,0.687,1,0.43,40,1,0.5,0,0
29610,2021,4796,Tyler Herro,NA,SG,21,2,NBA,MIA,54,1635,0.439,16.5,0.575,0.163,0.16,0.109,0.143,0.425,0.498,0.667,0.455,0.408,0.42,0.36,0.46,0.729,0.011,7,0.138,0.463,4,0
29611,2021,4297,Tyler Johnson,NA,SG,28,7,NBA,BRK,39,684,0.393,21,0.279,0.082,0.055,0.066,0.077,0.721,0.471,0.6,0.4,0.417,0.429,0.364,0.625,0.958,0,0,0.311,0.415,1,0
29612,2021,4891,Tyrell Terry,NA,PG,20,1,NBA,DAL,11,56,0.313,14.6,0.563,0.313,0.125,0.063,0.063,0.438,0.556,1,0,0,0,0,0.2,NA,0,0,0,NA,0,0
29613,2021,4892,Tyrese Haliburton,NA,PG,20,1,NBA,SAC,58,1746,0.472,17.1,0.522,0.139,0.17,0.126,0.087,0.478,0.529,0.674,0.514,0.436,0.463,0.409,0.322,0.785,0.029,17,0.27,0.438,6,0
29614,2021,4893,Tyrese Maxey,NA,SG,20,1,NBA,PHI,61,935,0.462,12.3,0.76,0.268,0.233,0.128,0.131,0.24,0.512,0.591,0.46,0.582,0.375,0.301,0.383,0.806,0.019,8,0.126,0.154,0,0
29615,2021,4370,Tyus Jones,NA,PG,24,6,NBA,MEM,70,1222,0.431,14.2,0.661,0.133,0.225,0.257,0.046,0.339,0.487,0.527,0.484,0.5,0.316,0.321,0.293,0.911,0,0,0.3,0.31,0,0
29616,2021,4894,Udoka Azubuike,NA,C,21,1,NBA,UTA,15,57,0.444,2.9,1,0.778,0.222,0,0,0,0.444,0.571,0,NA,NA,NA,0.75,NA,0.444,3,NA,NA,0,0
29617,2021,3491,Udonis Haslem,NA,C,40,18,NBA,MIA,1,3,1,8.6,1,0.5,0,0.5,0,0,1,1,NA,1,NA,NA,1,NA,0,0,NA,NA,0,0
29618,2021,4895,Vernon Carey Jr.,NA,C,19,1,NBA,CHO,19,115,0.5,10.6,0.806,0.361,0.194,0.083,0.167,0.194,0.586,0.692,0.429,0.667,0.5,0.143,0.706,1,0.056,2,0.429,0,0,0
29619,2021,4217,Victor Oladipo,NA,SG,28,8,NBA,TOT,33,1080,0.408,15.1,0.585,0.247,0.156,0.085,0.097,0.415,0.466,0.655,0.356,0.306,0.304,0.326,0.357,0.654,0.03,14,0.151,0.306,0,0
29620,2021,4217,Victor Oladipo,NA,SG,28,8,NBA,IND,9,300,0.421,15.2,0.546,0.316,0.105,0.046,0.079,0.454,0.47,0.542,0.5,0.286,0.25,0.362,0.487,0.72,0.026,4,0.087,0.333,0,0
29621,2021,4217,Victor Oladipo,NA,SG,28,8,NBA,HOU,20,669,0.407,15.1,0.598,0.22,0.173,0.1,0.105,0.402,0.465,0.69,0.318,0.342,0.35,0.32,0.274,0.592,0.026,7,0.157,0.292,0,0
29622,2021,4217,Victor Oladipo,NA,SG,28,8,NBA,MIA,4,111,0.372,14.5,0.605,0.233,0.186,0.093,0.093,0.395,0.462,0.9,0.375,0,0,0.235,0.667,1,0.07,3,0.353,0.333,0,0
29623,2021,4798,Vincent Poirier,NA,C,27,2,NBA,PHI,10,39,0.25,8.6,0.917,0.417,0.083,0.25,0.167,0.083,0.273,0.4,0,0.333,0,0,0,NA,0,0,0,NA,0,0
29624,2021,4799,Vlatko Čančar,NA,PF,23,2,NBA,DEN,41,281,0.458,14.1,0.542,0.319,0.167,0.042,0.014,0.458,0.615,0.696,0.5,0.333,1,0.273,0.75,1,0.069,4,0.273,0.667,1,0
29625,2021,3913,Wayne Ellington,NA,SG,33,12,NBA,DET,46,1012,0.441,22.4,0.186,0.074,0.033,0.036,0.044,0.814,0.524,0.6,0.636,0.417,0.4,0.422,0.758,0.957,0,0,0.204,0.321,0,0
29626,2021,4681,Wendell Carter Jr.,NA,C,21,3,NBA,TOT,54,1375,0.503,8.2,0.888,0.4,0.256,0.158,0.074,0.112,0.53,0.689,0.444,0.361,0.324,0.294,0.767,0.933,0.112,48,0.196,0.4,0,0
29627,2021,4681,Wendell Carter Jr.,NA,C,21,3,NBA,CHI,32,792,0.512,7.5,0.913,0.409,0.29,0.155,0.06,0.087,0.526,0.641,0.466,0.41,0.333,0.364,0.785,1,0.099,23,0.227,0.6,0,0
29628,2021,4681,Wendell Carter Jr.,NA,C,21,3,NBA,ORL,22,583,0.493,9.1,0.859,0.39,0.215,0.161,0.093,0.141,0.534,0.75,0.409,0.303,0.316,0.241,0.745,0.857,0.127,25,0.172,0.2,0,0
29629,2021,4800,Wenyen Gabriel,NA,PF,23,2,NBA,NOP,21,241,0.4,15,0.467,0.35,0.083,0.033,0,0.533,0.393,0.429,0.2,0.5,NA,0.406,0.364,1,0.067,2,0.313,0.5,1,0
29630,2021,4578,Wes Iwundu,NA,SF,26,4,NBA,TOT,41,539,0.333,12,0.598,0.373,0.176,0.02,0.029,0.402,0.475,0.579,0.278,0.5,0.333,0.122,0.828,1,0.088,8,0.512,0.143,0,0
29631,2021,4578,Wes Iwundu,NA,SF,26,4,NBA,DAL,23,288,0.327,12.7,0.558,0.365,0.135,0.038,0.019,0.442,0.483,0.579,0.286,0.5,0,0.13,0.857,1,0.115,5,0.565,0.154,0,0
29632,2021,4578,Wes Iwundu,NA,SF,26,4,NBA,NOP,18,251,0.34,11.3,0.64,0.38,0.22,0,0.04,0.36,0.469,0.579,0.273,NA,0.5,0.111,0.8,1,0.06,3,0.444,0.125,0,0
29633,2021,3914,Wesley Matthews,NA,SG,34,12,NBA,LAL,58,1130,0.353,21.2,0.218,0.099,0.056,0.028,0.036,0.782,0.418,0.68,0.214,0.286,0.111,0.335,0.609,0.97,0,0,0.289,0.263,0,0
29634,2021,4140,Will Barton,NA,SF,30,9,NBA,DEN,56,1736,0.426,14.5,0.577,0.227,0.211,0.072,0.067,0.423,0.459,0.63,0.297,0.455,0.39,0.381,0.484,0.745,0.035,19,0.183,0.489,1,0
29635,2021,4896,Will Magnay,NA,C,22,1,NBA,NOP,1,3,0,26.7,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0
29636,2021,4371,Willie Cauley-Stein,NA,C,27,6,NBA,DAL,53,906,0.632,3.8,0.94,0.791,0.082,0.044,0.022,0.06,0.667,0.694,0.533,0.375,0.75,0.091,0.825,1,0.363,53,0.364,0,0,0
29637,2021,4459,Willy Hernangómez,NA,C,26,5,NBA,NOP,47,846,0.563,4.1,0.963,0.642,0.246,0.063,0.011,0.037,0.581,0.634,0.5,0.412,0.333,0.1,0.667,1,0.123,27,0.3,0.333,0,0
29638,2021,4897,Xavier Tillman Sr.,NA,PF,22,1,NBA,MEM,59,1085,0.559,9.8,0.783,0.348,0.254,0.157,0.023,0.217,0.62,0.731,0.526,0.574,0.286,0.338,0.828,1,0.104,26,0.523,0.353,1,0
29639,2021,4460,Yogi Ferrell,NA,PG,27,5,NBA,TOT,10,136,0.351,18.3,0.509,0.105,0.088,0.228,0.088,0.491,0.379,0.5,0.4,0.385,0.2,0.321,0.182,0.667,0,0,0,NA,0,0
29640,2021,4460,Yogi Ferrell,NA,PG,27,5,NBA,CLE,2,40,0.381,17.4,0.571,0.095,0.143,0.286,0.048,0.429,0.417,0.5,0.333,0.5,0,0.333,0.4,1,0,0,0,NA,0,0
29641,2021,4460,Yogi Ferrell,NA,PG,27,5,NBA,LAC,8,96,0.333,18.7,0.472,0.111,0.056,0.194,0.111,0.528,0.353,0.5,0.5,0.286,0.25,0.316,0,0.5,0,0,0,NA,0,0
29642,2021,4683,Yuta Watanabe,NA,SF,26,3,NBA,TOR,50,723,0.439,15.1,0.5,0.217,0.178,0.1,0.006,0.5,0.478,0.667,0.375,0.222,1,0.4,0.651,0.972,0.078,13,0.456,0.293,0,0
29643,2021,4299,Zach LaVine,NA,SG,25,7,NBA,CHI,58,2034,0.507,14.9,0.575,0.31,0.093,0.061,0.11,0.425,0.571,0.693,0.362,0.478,0.46,0.419,0.355,0.515,0.05,53,0.145,0.478,1,0
29644,2021,4898,Zeke Nnaji,NA,PF,20,1,NBA,DEN,42,397,0.481,16.3,0.433,0.212,0.135,0.058,0.029,0.567,0.578,0.864,0.214,0.5,0.333,0.407,0.769,0.958,0.058,6,0.407,0.458,0,0
29645,2021,4803,Zion Williamson,NA,PF,20,2,NBA,NOP,61,2026,0.611,3.4,0.967,0.696,0.257,0.012,0.002,0.033,0.622,0.701,0.419,0.5,0,0.294,0.553,1,0.13,123,0.029,1,1,0
28290,2020,4219,Aaron Gordon,NA,PF,24,6,NBA,ORL,62,2017,0.437,12.9,0.691,0.326,0.126,0.15,0.089,0.309,0.494,0.704,0.361,0.348,0.162,0.308,0.5,0.89,0.124,88,0.177,0.333,6,0
